pokemon,dex_number,red0,blue0,green0,red1,blue1,green1,red2,blue2,green2,red3,blue3,green3,red4,blue4,green4,proportion0,proportion1,proportion2,proportion3,proportion4
magcargo.png,219,212,60,76,152,57,80,51,16,23,83,67,120,120,36,47,0.2435,0.1489,0.1167,0.0835,0.0642
swinub.png,220,188,131,25,40,22,10,142,94,41,176,160,134,101,70,16,0.2031,0.1331,0.1069,0.048,0.0119
piloswine.png,221,187,143,92,118,90,75,39,30,24,171,126,78,78,56,56,0.3292,0.1496,0.075,0.0079,0.0069
corsola.png,222,251,92,250,222,75,193,142,61,134,53,20,51,158,158,158,0.3522,0.0574,0.0555,0.0439,0.0385
remoraid.png,223,152,145,246,80,86,126,220,219,242,145,144,201,26,29,44,0.1322,0.0835,0.0679,0.0645,0.0473
octillery.png,224,252,52,25,55,19,10,163,72,42,226,159,68,154,30,15,0.2086,0.1195,0.0994,0.0849,0.0374
delibird.png,225,246,66,17,49,26,20,179,142,254,155,78,57,177,151,144,0.1371,0.0804,0.0784,0.0739,0.0553
mantine.png,226,206,133,254,7,7,7,24,9,47,187,122,233,74,26,148,0.2502,0.0756,0.0682,0.0503,0.0409
skarmory.png,227,122,76,62,33,18,13,157,111,249,164,154,151,91,69,135,0.1175,0.107,0.0712,0.0636,0.0472
houndour.png,228,15,8,4,172,87,33,21,28,35,175,155,142,87,92,98,0.2311,0.1268,0.1056,0.0621,0.0141
houndoom.png,229,9,7,6,25,12,45,69,33,127,147,90,57,165,159,155,0.1964,0.1233,0.0675,0.0451,0.0344
kingdra.png,230,103,141,239,66,85,135,21,29,49,99,96,89,172,162,145,0.2021,0.0766,0.0549,0.0394,0.0369
phanpy.png,231,138,162,210,80,92,116,139,81,68,39,21,18,169,155,152,0.3678,0.0637,0.0578,0.0406,0.0355
donphan.png,232,59,97,78,21,41,31,146,162,154,10,10,10,38,79,59,0.1949,0.1359,0.1209,0.0338,0.0268
porygon2.png,233,204,75,84,85,100,195,167,167,167,142,67,82,74,83,140,0.1231,0.1052,0.0329,0.028,0.0257
stantler.png,234,118,91,66,188,123,58,177,157,138,41,31,22,16,18,46,0.1139,0.096,0.0755,0.0625,0.0296
smeargle.png,235,183,167,64,28,24,15,112,97,67,168,164,146,46,18,21,0.1598,0.0917,0.0863,0.0507,0.0228
tyrogue.png,236,188,124,148,127,77,62,52,28,19,116,79,91,165,155,151,0.1385,0.1091,0.0797,0.0583,0.0559
hitmontop.png,237,192,152,35,83,82,155,117,103,66,41,35,17,167,164,155,0.1834,0.0923,0.0788,0.0592,0.0352
smoochum.png,238,239,200,50,116,102,60,187,166,111,152,9,142,36,31,15,0.0998,0.0855,0.0741,0.0669,0.0584
elekid.png,239,249,248,46,28,24,11,115,100,64,171,164,34,165,159,147,0.2018,0.1144,0.0759,0.0636,0.0491
magby.png,240,176,15,84,218,149,105,59,7,28,29,24,21,117,91,75,0.1655,0.1091,0.0694,0.0502,0.0397
miltank.png,241,217,123,148,22,21,43,124,78,97,8,8,8,46,27,34,0.1937,0.1005,0.0794,0.0721,0.0489
blissey.png,242,227,103,118,142,68,79,203,87,102,98,98,98,50,22,26,0.2918,0.0893,0.068,0.0449,0.0421
raikou.png,243,246,246,0,24,23,16,143,59,136,46,18,44,160,156,151,0.1052,0.0954,0.0866,0.0768,0.0659
entei.png,244,164,98,25,49,19,8,182,156,134,164,7,2,108,64,5,0.2354,0.1466,0.0853,0.051,0.014
suicune.png,245,95,179,237,109,16,157,61,100,134,43,7,62,17,17,17,0.1865,0.0937,0.0784,0.0548,0.0476
larvitar.png,246,97,194,8,24,47,2,107,102,75,74,128,24,120,164,34,0.2581,0.0427,0.0427,0.0401,0.0352
pupitar.png,247,123,161,221,74,89,119,30,22,22,204,219,242,164,154,154,0.2428,0.0508,0.0492,0.0439,0.0356
tyranitar.png,248,132,230,0,117,197,11,20,29,8,89,112,59,59,101,2,0.1575,0.1112,0.0738,0.0599,0.0393
lugia.png,249,198,136,222,236,215,244,163,163,163,25,25,25,100,100,100,0.1248,0.0608,0.0511,0.0433,0.0361
hooh.png,250,250,61,29,140,84,58,43,22,16,181,153,146,69,118,43,0.1532,0.1486,0.1153,0.0936,0.052
celebi.png,251,69,202,20,64,126,45,157,157,157,28,28,28,99,99,99,0.0455,0.0413,0.041,0.0384,0.0356
